Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,min,max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Group Ranking?,Field Annotation
pre_phage1_has_seq,pretreatment_beta,,yesno,[Phage 1] Is sequencing data for the phage available?,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 0",y,,,,,
pre_phage1_seq_loc,pretreatment_beta,,text,[Phage 1] Where is the sequencing data stored?,,,,,,,"[sc_meets_inclusion] = ""1"" and (abs([pre_num_phage]) > 0) and ([pre_phage1_has_seq] = 1)",y,,,,,
pre_phage2_descriptive,pretreatment_beta,,descriptive,"<div class=""header"">Phage 2</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 1",,,,,,
pre_phage2_name,pretreatment_beta,,text,[Phage 2] Phage 2 name or identifier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 1",y,,,,,
pre_phage2_active_target,pretreatment_beta,,radio,[Phage 2] Active against,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 1",y,,,,,
pre_phage2_active_tgt_spc,pretreatment_beta,,text,[Phage 2] Active against species name,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other","Enter both genus and species name, e.g. (Pseudomonas aeruginosa)",,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_phage2_active_target]) > 10",,,,,,@CHARLIMIT='50'
pre_phage2_eop,pretreatment_beta,,radio,[Phage 2] EOP,"1, >= 0.9 | 2, 0.5-0.899 | 3, 0.1-0.499 | 4, <0.1",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 1",y,,,,,
pre_phage2_source,pretreatment_beta,,notes,[Phage 2] Source/supplier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 1",y,,,,,
pre_phage2_endotox,pretreatment_beta,,text,[Phage 2] Endotoxin level (XXXX.X EU/mL),,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 1",y,,,,,
pre_phage2_has_seq,pretreatment_beta,,yesno,[Phage 2] Is sequencing data for the phage available?,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 1",y,,,,,
pre_phage2_seq_loc,pretreatment_beta,,text,[Phage 2] Where is the sequencing data stored?,,,,,,,"[sc_meets_inclusion] = ""1"" and (abs([pre_num_phage]) > 1) and ([pre_phage2_has_seq] = 1)",y,,,,,
pre_phage3_descriptive,pretreatment_beta,,descriptive,"<div class=""header"">Phage 3</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 2",,,,,,
pre_phage3_name,pretreatment_beta,,text,[Phage 3] Phage 3 name or identifier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 2",y,,,,,
pre_phage3_active_target,pretreatment_beta,,radio,[Phage 3] Active against,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 2",y,,,,,
pre_phage3_active_tgt_spc,pretreatment_beta,,text,[Phage 3] Active against species name,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other","Enter both genus and species name, e.g. (Pseudomonas aeruginosa)",,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_phage3_active_target]) > 10",,,,,,@CHARLIMIT='50'
pre_phage3_eop,pretreatment_beta,,radio,[Phage 3] EOP,"1, >= 0.9 | 2, 0.5-0.899 | 3, 0.1-0.499 | 4, <0.1",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 2",y,,,,,
pre_phage3_source,pretreatment_beta,,notes,[Phage 3] Source/supplier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 2",y,,,,,
pre_phage3_endotox,pretreatment_beta,,text,[Phage 3] Endotoxin level (XXXX.X EU/mL),,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 2",y,,,,,
pre_phage3_has_seq,pretreatment_beta,,yesno,[Phage 3] Is sequencing data for the phage available?,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 2",y,,,,,
pre_phage3_seq_loc,pretreatment_beta,,text,[Phage 3] Where is the sequencing data stored?,,,,,,,"[sc_meets_inclusion] = ""1"" and (abs([pre_num_phage]) > 2) and ([pre_phage3_has_seq] = 1)",y,,,,,
pre_phage4_descriptive,pretreatment_beta,,descriptive,"<div class=""header"">Phage 4</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 3",,,,,,
pre_phage4_name,pretreatment_beta,,text,[Phage 4] Phage 4 name or identifier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 3",y,,,,,
pre_phage4_active_target,pretreatment_beta,,radio,[Phage 4] Active against,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 3",y,,,,,
pre_phage4_active_tgt_spc,pretreatment_beta,,text,[Phage 4] Active against species name,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other","Enter both genus and species name, e.g. (Pseudomonas aeruginosa)",,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_phage4_active_target]) > 10",,,,,,@CHARLIMIT='50'
pre_phage4_eop,pretreatment_beta,,radio,[Phage 4] EOP,"1, >= 0.9 | 2, 0.5-0.899 | 3, 0.1-0.499 | 4, <0.1",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 3",y,,,,,
pre_phage4_source,pretreatment_beta,,notes,[Phage 4] Source/supplier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 3",y,,,,,
pre_phage4_endotox,pretreatment_beta,,text,[Phage 4] Endotoxin level (XXXX.X EU/mL),,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 3",y,,,,,
pre_phage4_has_seq,pretreatment_beta,,yesno,[Phage 4] Is sequencing data for the phage available?,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 3",y,,,,,
pre_phage4_seq_loc,pretreatment_beta,,text,[Phage 4] Where is the sequencing data stored?,,,,,,,"[sc_meets_inclusion] = ""1"" and (abs([pre_num_phage]) > 3) and ([pre_phage4_has_seq] = 1)",y,,,,,
pre_phage5_descriptive,pretreatment_beta,,descriptive,"<div class=""header"">Phage 5</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 4",,,,,,
pre_phage5_name,pretreatment_beta,,text,[Phage 5] Phage 5 name or identifier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 4",y,,,,,
pre_phage5_active_target,pretreatment_beta,,radio,[Phage 5] Active against,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 4",y,,,,,
pre_phage5_active_tgt_spc,pretreatment_beta,,text,[Phage 5] Active against species name,"1, E. coli | 2, P. aeruginosa | 3, M. abscessus | 4, S. aureus | 11, Klebsiella species | 12, Acinetobacter species | 13, Shigella species | 14, Enterobacter species | 15, Salmonella species | 16, Enterococcus species | 17, Other staphylococci | 18, Other mycobacteria | 19, Other","Enter both genus and species name, e.g. (Pseudomonas aeruginosa)",,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_phage5_active_target]) > 10",,,,,,@CHARLIMIT='50'
pre_phage5_eop,pretreatment_beta,,radio,[Phage 5] EOP,"1, >= 0.9 | 2, 0.5-0.899 | 3, 0.1-0.499 | 4, <0.1",,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 4",y,,,,,
pre_phage5_source,pretreatment_beta,,notes,[Phage 5] Source/supplier,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 4",y,,,,,
pre_phage5_endotox,pretreatment_beta,,text,[Phage 5] Endotoxin level (XXXX.X EU/mL),,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 4",y,,,,,
pre_phage5_has_seq,pretreatment_beta,,yesno,[Phage 5] Is sequencing data for the phage available?,,,,,,,"[sc_meets_inclusion] = ""1"" and abs([pre_num_phage]) > 4",y,,,,,
pre_phage5_seq_loc,pretreatment_beta,,text,[Phage 5] Where is the sequencing data stored?,,,,,,,"[sc_meets_inclusion] = ""1"" and (abs([pre_num_phage]) > 4) and ([pre_phage5_has_seq] = 1)",y,,,,,
tre_no_inclusion_msg,treatment_beta,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""background-color: #e03e2d; color: #ffffff;"">     Patient DOES NOT MEET INCLUSION CRITERIA     </span></h3></div>",,,,,,,[sc_meets_inclusion] < 1,,,,,,
tre_start_weight,treatment_beta,,text,Weight at start of treatment,,XXX.X kg,number_1dp,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
tre_ph0,treatment_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage1_name]""</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0",,,,,,
tre_ph_0_rt,treatment_beta,,checkbox,"[Phage: ""[pre_phage1_name]""] Route of administration","aero, Aerosolised / Nebulised | instl, Instillation | iv, Intravenous (IV) | oral, Oral / Enteral | topic, Topical | other, Other",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0",y,,,,,
tre_ph_0_rt_instl_site,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""] Specify instillation site",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(instl)] = '1')",y,,,,,@CHARLIMIT='50'
tre_ph_0_rt_other,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""] Specify 'other'",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(other)] = '1')",y,,,,,@CHARLIMIT='50'
tre_ph_0_duration,treatment_beta,,radio,"[Phage: ""[pre_phage1_name]""] Planned duration of treatment","under2wks, Less than or equal to 2 weeks | over2wks, Longer than 2 weeks ",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0",y,,,,,
tre_ph_0_duration_value,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""] Duration:",,,integer,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and [tre_ph_0_duration]",y,,,,,
tre_ph_0_dur_u2wk_unit,treatment_beta,,radio,"[Phage: ""[pre_phage1_name]""] [tre_ph_0_duration_value] [tre_ph_0_dur_u2wk_unit]","days, Days | doseperapp, Doses/applications",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and [tre_ph_0_duration_value] and ([tre_ph_0_duration]='under2wks' and [tre_ph_0_duration_value] > 0)",y,,,,,
tre_ph_0_dur_o2wk_unit,treatment_beta,,radio,"[Phage: ""[pre_phage1_name]""] [tre_ph_0_duration_value] [tre_ph_0_dur_o2wk_unit]","days, Days | weeks, Weeks | months, Months",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_duration]='over2wks' and [tre_ph_0_duration_value] > 0)",y,,,,,
tre_ph_0_dose_titre,treatment_beta,,radio,"[Phage: ""[pre_phage1_name]""] Phage titre to be administered/dose","10e8, 10^8 pfu/mL | 10e9, 10^9 pfu/mL | 10e10, 10^10 pfu/mL | 10e11, 10^11 pfu/mL",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0",y,,,,,
tre_ph_0_dose_volume,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""] Volume to be administered/dose",,XXX.X mL,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0",y,,,,,
tre_ph_0_aero_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""][Route:  Aerosolised / Nebulised] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(aero)] = '1')",y,,,,,
tre_ph_0_first_dose_date,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""] Date of first dose of phage administered",,,date_dmy,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0",y,,,,,
tre_ph_0_instl_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""][Route:  Instillation] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(instl)] = '1')",y,,,,,
tre_ph_0_iv_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""][Route:  Intravenous (IV)] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(iv)] = '1')",y,,,,,
tre_ph_0_oral_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""][Route:  Oral / Enteral] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(oral)] = '1')",y,,,,,
tre_ph_0_topic_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""][Route:  Topical] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(topic)] = '1')",y,,,,,
tre_ph_0_other_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage1_name]""][Route:  Other] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage1_name] and [pre_num_phage]>0 and ([tre_ph_0_rt(other)] = '1')",y,,,,,
tre_ph1,treatment_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage2_name]""</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1",,,,,,
tre_ph_1_rt,treatment_beta,,checkbox,"[Phage: ""[pre_phage2_name]""] Route of administration","aero, Aerosolised / Nebulised | instl, Instillation | iv, Intravenous (IV) | oral, Oral / Enteral | topic, Topical | other, Other",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1",y,,,,,
tre_ph_1_rt_instl_site,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""] Specify instillation site",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(instl)] = '1')",y,,,,,@CHARLIMIT='50'
tre_ph_1_rt_other,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""] Specify 'other'",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(other)] = '1')",y,,,,,@CHARLIMIT='50'
tre_ph_1_duration,treatment_beta,,radio,"[Phage: ""[pre_phage2_name]""] Planned duration of treatment","under2wks, Less than or equal to 2 weeks | over2wks, Longer than 2 weeks ",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1",y,,,,,
tre_ph_1_duration_value,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""] Duration:",,,integer,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and [tre_ph_1_duration]",y,,,,,
tre_ph_1_dur_u2wk_unit,treatment_beta,,radio,"[Phage: ""[pre_phage2_name]""] [tre_ph_1_duration_value] [tre_ph_1_dur_u2wk_unit]","days, Days | doseperapp, Doses/applications",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and [tre_ph_1_duration_value] and ([tre_ph_1_duration]='under2wks' and [tre_ph_1_duration_value] > 0)",y,,,,,
tre_ph_1_dur_o2wk_unit,treatment_beta,,radio,"[Phage: ""[pre_phage2_name]""] [tre_ph_1_duration_value] [tre_ph_1_dur_o2wk_unit]","days, Days | weeks, Weeks | months, Months",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_duration]='over2wks' and [tre_ph_1_duration_value] > 0)",y,,,,,
tre_ph_1_dose_titre,treatment_beta,,radio,"[Phage: ""[pre_phage2_name]""] Phage titre to be administered/dose","10e8, 10^8 pfu/mL | 10e9, 10^9 pfu/mL | 10e10, 10^10 pfu/mL | 10e11, 10^11 pfu/mL",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1",y,,,,,
tre_ph_1_dose_volume,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""] Volume to be administered/dose",,XXX.X mL,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1",y,,,,,
tre_ph_1_aero_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""][Route:  Aerosolised / Nebulised] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(aero)] = '1')",y,,,,,
tre_ph_1_first_dose_date,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""] Date of first dose of phage administered",,,date_dmy,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1",y,,,,,
tre_ph_1_instl_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""][Route:  Instillation] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(instl)] = '1')",y,,,,,
tre_ph_1_iv_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""][Route:  Intravenous (IV)] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(iv)] = '1')",y,,,,,
tre_ph_1_oral_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""][Route:  Oral / Enteral] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(oral)] = '1')",y,,,,,
tre_ph_1_topic_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""][Route:  Topical] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(topic)] = '1')",y,,,,,
tre_ph_1_other_rt_endo,treatment_beta,,text,"[Phage: ""[pre_phage2_name]""][Route:  Other] Endotoxin amount administered/dose",,X.X EU/kg,number_1dp,0,5.1,,"[sc_meets_inclusion] = ""1"" and [pre_phage2_name] and [pre_num_phage]>1 and ([tre_ph_1_rt(other)] = '1')",y,,,,,
tre_ph2,treatment_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage3_name]""</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2",,,,,,
tre_ph_2_rt,treatment_beta,,checkbox,"[Phage: ""[pre_phage3_name]""] Route of administration","aero, Aerosolised / Nebulised | instl, Instillation | iv, Intravenous (IV) | oral, Oral / Enteral | topic, Topical | other, Other",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2",y,,,,,
tre_ph_2_rt_instl_site,treatment_beta,,text,"[Phage: ""[pre_phage3_name]""] Specify instillation site",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2 and ([tre_ph_2_rt(instl)] = '1')",y,,,,,@CHARLIMIT='50'
tre_ph_2_rt_other,treatment_beta,,text,"[Phage: ""[pre_phage3_name]""] Specify 'other'",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2 and ([tre_ph_2_rt(other)] = '1')",y,,,,,@CHARLIMIT='50'
tre_ph_2_duration,treatment_beta,,radio,"[Phage: ""[pre_phage3_name]""] Planned duration of treatment","under2wks, Less than or equal to 2 weeks | over2wks, Longer than 2 weeks ",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2",y,,,,,
tre_ph_2_duration_value,treatment_beta,,text,"[Phage: ""[pre_phage3_name]""] Duration:",,,integer,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2 and [tre_ph_2_duration]",y,,,,,
tre_ph_2_dur_u2wk_unit,treatment_beta,,radio,"[Phage: ""[pre_phage3_name]""] [tre_ph_2_duration_value] [tre_ph_2_dur_u2wk_unit]","days, Days | doseperapp, Doses/applications",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2 and [tre_ph_2_duration_value] and ([tre_ph_2_duration]='under2wks' and [tre_ph_2_duration_value] > 0)",y,,,,,
tre_ph_2_dur_o2wk_unit,treatment_beta,,radio,"[Phage: ""[pre_phage3_name]""] [tre_ph_2_duration_value] [tre_ph_2_dur_o2wk_unit]","days, Days | weeks, Weeks | months, Months",,,,,,"[sc_meets_inclusion] = ""1"" and [pre_phage3_name] and [pre_num_phage]>2 and ([tre_ph_2_duration]='over2wks' and [tre_ph_2_duration_value] > 0)",y,,,,,
